ID,Category,Channel,Title,URL,Duration,Views,Explanation_Type,Visuals,Examples,Analogies,Real_Life,Quality,Creator_Takeaways,duration_seconds,views_numeric,combined_text,has_analogy,has_example,has_visual,has_math,has_code,has_application,log_views,text_length,word_count
VID-055,Natural Language Processing (NLP),StatQuest with Josh Starmer,Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks,http://www.youtube.com/watch?v=L8HKweZIOmg,16:50,374K+,Pedagogical Pipeline Walkthrough,Encoder RNN condensing sentence into a context vector; Decoder RNN generating output tokens.,Translating 'How are you?' into Spanish '¿Cómo estás?'.,"A translator listening to an entire foreign sentence, summarizing the thought in their head, then speaking.","Voice transcription, closed-captioning generation.",Energetic and friendly tone; acoustic guitar breaks; colorful slide layout.,Show how the fixed-length context vector bottleneck created the need for the Attention mechanism.,1010,374000.0,"Title: Sequence-to-Sequence (seq2seq) Encoder-Decoder Neural Networks
Category: Natural Language Processing (NLP)
Explanation type: Pedagogical Pipeline Walkthrough
Visuals: Encoder RNN condensing sentence into a context vector; Decoder RNN generating output tokens.
Examples: Translating 'How are you?' into Spanish '¿Cómo estás?'.
Analogies: A translator listening to an entire foreign sentence, summarizing the thought in their head, then speaking.
Real-life applications: Voice transcription, closed-captioning generation.
Quality description: Energetic and friendly tone; acoustic guitar breaks; colorful slide layout.
Creator takeaways: Show how the fixed-length context vector bottleneck created the need for the Attention mechanism.",1,1,1,0,1,1,12.832013750189885,740,90
VID-056,Large Language Models (LLM),3Blue1Brown,Large Language Models explained briefly,http://www.youtube.com/watch?v=LPZh9BOjkQs,07:58,7.5M+,Conceptual & Philosophical Deconstruction,Token probability distribution towers; vector space text morphing; animated connection graphs.,Predicting the next token following 'The first person to walk on the moon was...',An unimaginably sophisticated autocomplete engine that internalized a simulation of human knowledge.,"ChatGPT, automated coding assistants, AI creative writing engines.",Unrivaled vocal intimacy and acoustic polish; elegant 60fps Manim vector transitions.,Frame LLMs as next-token predictors before addressing emergent reasoning capabilities.,478,7500000.0,"Title: Large Language Models explained briefly
Category: Large Language Models (LLM)
Explanation type: Conceptual & Philosophical Deconstruction
Visuals: Token probability distribution towers; vector space text morphing; animated connection graphs.
Examples: Predicting the next token following 'The first person to walk on the moon was...'
Analogies: An unimaginably sophisticated autocomplete engine that internalized a simulation of human knowledge.
Real-life applications: ChatGPT, automated coding assistants, AI creative writing engines.
Quality description: Unrivaled vocal intimacy and acoustic polish; elegant 60fps Manim vector transitions.
Creator takeaways: Frame LLMs as next-token predictors before addressing emergent reasoning capabilities.",1,1,1,0,0,1,15.830413711839864,756,92
VID-057,Large Language Models (LLM),Andrej Karpathy,[1hr Talk] Intro to Large Language Models,http://www.youtube.com/watch?v=zjkBMFhNj_g,59:48:00,4.1M+,Masterclass Systems Engineering,Slide deck with internet-scale data compression statistics; GPU cluster photos; security jailbreak slides.,LLaMA-2 70B parameter file footprint; Llama prompt hacking and prompt injections.,LLM as the kernel process of an emerging operating system; pretraining as lossy zip compression of the web.,"Autonomous coding, enterprise AI workflows, LLM cybersecurity vulnerabilities.",Crisp podcast-grade Shure microphone audio; calm authoritative presentation; readable slides.,"Use the 'LLM as an Operating System' mental model to help viewers conceptualize RAM, CPU, and disk equivalents.",215280,4099999.9999999995,"Title: [1hr Talk] Intro to Large Language Models
Category: Large Language Models (LLM)
Explanation type: Masterclass Systems Engineering
Visuals: Slide deck with internet-scale data compression statistics; GPU cluster photos; security jailbreak slides.
Examples: LLaMA-2 70B parameter file footprint; Llama prompt hacking and prompt injections.
Analogies: LLM as the kernel process of an emerging operating system; pretraining as lossy zip compression of the web.
Real-life applications: Autonomous coding, enterprise AI workflows, LLM cybersecurity vulnerabilities.
Quality description: Crisp podcast-grade Shure microphone audio; calm authoritative presentation; readable slides.
Creator takeaways: Use the 'LLM as an Operating System' mental model to help viewers conceptualize RAM, CPU, and disk equivalents.",1,1,1,0,1,1,15.226497775576945,812,105
VID-058,Large Language Models (LLM),Andrej Karpathy,Deep Dive into LLMs like ChatGPT,http://www.youtube.com/watch?v=7xTGNNLPyMI,03:31:24,9.4M+,Exhaustive End-to-End Technical Deep Dive,Detailed slides; live terminal tokenization outputs; pretraining loss curves; reinforcement learning diagrams.,"Building and training a GPT from scratch; step-by-step training stages (Pre-training, SFT, RLHF).",Pretraining is reading billions of books; Fine-tuning is learning how to be a helpful customer support agent.,"State-of-the-art commercial AI products (ChatGPT, Claude, Gemini).",Impeccable acoustic setup; ultra-clear screen capture; transparent and engaging pedagogy.,Segment monumental multi-hour topics into crystal-clear developmental stages (Pretraining -> SFT -> RLHF).,12684,9400000.0,"Title: Deep Dive into LLMs like ChatGPT
Category: Large Language Models (LLM)
Explanation type: Exhaustive End-to-End Technical Deep Dive
Visuals: Detailed slides; live terminal tokenization outputs; pretraining loss curves; reinforcement learning diagrams.
Examples: Building and training a GPT from scratch; step-by-step training stages (Pre-training, SFT, RLHF).
Analogies: Pretraining is reading billions of books; Fine-tuning is learning how to be a helpful customer support agent.
Real-life applications: State-of-the-art commercial AI products (ChatGPT, Claude, Gemini).
Quality description: Impeccable acoustic setup; ultra-clear screen capture; transparent and engaging pedagogy.
Creator takeaways: Segment monumental multi-hour topics into crystal-clear developmental stages (Pretraining -> SFT -> RLHF).",1,1,1,0,1,1,16.056220353623207,814,100
VID-059,Large Language Models (LLM),IBM Technology,How Large Language Models Work,http://www.youtube.com/watch?v=5sLYAQS9sWQ,05:34,1.6M+,Concise Conceptual Lightboard Lecture,Lightboard diagram showing the pipeline from massive text corpus to embeddings and prediction layers.,Predicting the word 'bark' given the context of 'The dog started to...'.,Super-powered smartphone autocomplete that understands context across hundreds of pages.,"Customer support chatbots, automated email composition tools.",Studio 4K video; crisp lapel microphone; luminous marker contrast on black background.,Deliver a complete end-to-end overview in 5 minutes for busy professionals and junior engineers.,334,1600000.0,"Title: How Large Language Models Work
Category: Large Language Models (LLM)
Explanation type: Concise Conceptual Lightboard Lecture
Visuals: Lightboard diagram showing the pipeline from massive text corpus to embeddings and prediction layers.
Examples: Predicting the word 'bark' given the context of 'The dog started to...'.
Analogies: Super-powered smartphone autocomplete that understands context across hundreds of pages.
Real-life applications: Customer support chatbots, automated email composition tools.
Quality description: Studio 4K video; crisp lapel microphone; luminous marker contrast on black background.
Creator takeaways: Deliver a complete end-to-end overview in 5 minutes for busy professionals and junior engineers.",1,1,1,0,1,1,14.285514812209815,735,95
VID-060,Large Language Models (LLM),freeCodeCamp.org,Prompt Engineering Tutorial – Master ChatGPT and LLM Responses,http://www.youtube.com/watch?v=_ZvnD73m40o,41:36:00,2.8M+,Tactical Hands-on Implementation Guide,Real-time OpenAI playground prompt trials; side-by-side prompt output comparisons; markdown templates.,Few-shot prompting for legal text summarization; Chain-of-Thought (CoT) prompting for math puzzles.,"Directing an extremely intelligent intern who needs crystal-clear, structured instructions to do great work.","Automating customer support drafting, code generation pipelines, structured JSON data extraction.",Professional screencast audio; clean high-contrast web UI text; paced instructional progression.,Show 'Bad Prompt vs Good Prompt' side-by-side to visibly prove the performance gap.,149760,2800000.0,"Title: Prompt Engineering Tutorial – Master ChatGPT and LLM Responses
Category: Large Language Models (LLM)
Explanation type: Tactical Hands-on Implementation Guide
Visuals: Real-time OpenAI playground prompt trials; side-by-side prompt output comparisons; markdown templates.
Examples: Few-shot prompting for legal text summarization; Chain-of-Thought (CoT) prompting for math puzzles.
Analogies: Directing an extremely intelligent intern who needs crystal-clear, structured instructions to do great work.
Real-life applications: Automating customer support drafting, code generation pipelines, structured JSON data extraction.
Quality description: Professional screencast audio; clean high-contrast web UI text; paced instructional progression.
Creator takeaways: Show 'Bad Prompt vs Good Prompt' side-by-side to visibly prove the performance gap.",1,1,1,1,1,1,14.845130332288226,849,102
VID-061,Large Language Models (LLM),Tina Huang,Google's 9 Hour AI Prompt Engineering Course In 20 Minutes,http://www.youtube.com/watch?v=p09yRj47kNM,20:17,2.1M+,Curriculum Synthesis & Study Guide,Clean Notion-style slides; graphic cards summarizing prompt frameworks; live test demonstrations.,"Zero-shot, Few-shot, Role prompting, and ReAct prompt structures applied to marketing and analytics.",Prompting frameworks as structured recipe cards that prevent the model from hallucinating ingredients.,"Workplace productivity, automated report generation, market research synthesis.",Studio lighting; pleasing aesthetic desk setup; crisp vocal capture; animated bullet summaries.,Package lengthy official corporate courses into high-density 20-minute distillations.,1217,2100000.0,"Title: Google's 9 Hour AI Prompt Engineering Course In 20 Minutes
Category: Large Language Models (LLM)
Explanation type: Curriculum Synthesis & Study Guide
Visuals: Clean Notion-style slides; graphic cards summarizing prompt frameworks; live test demonstrations.
Examples: Zero-shot, Few-shot, Role prompting, and ReAct prompt structures applied to marketing and analytics.
Analogies: Prompting frameworks as structured recipe cards that prevent the model from hallucinating ingredients.
Real-life applications: Workplace productivity, automated report generation, market research synthesis.
Quality description: Studio lighting; pleasing aesthetic desk setup; crisp vocal capture; animated bullet summaries.
Creator takeaways: Package lengthy official corporate courses into high-density 20-minute distillations.",1,1,1,0,1,1,14.557448378884015,814,98
VID-062,Large Language Models (LLM),Matt Williams,Optimize Your AI - Quantization Explained,http://www.youtube.com/watch?v=K75j8MkwgJ0,12:10,528K+,Hardware & Model Compression Breakdown,Visual number lines comparing 32-bit floating point precision against 8-bit and 4-bit integers.,Fitting a 70B parameter model on consumer GPUs with FP16 vs INT4 quantization.,Converting an uncompressed high-definition audio file to an efficient MP3 that sounds almost identical.,Running LLMs locally on MacBooks and mobile edge devices without cloud costs.,Rich microphone presence; crisp software screencasts; clean animated graphs.,Explain the tradeoff between VRAM reduction and minor perplexity loss using visual precision grids.,730,528000.0,"Title: Optimize Your AI - Quantization Explained
Category: Large Language Models (LLM)
Explanation type: Hardware & Model Compression Breakdown
Visuals: Visual number lines comparing 32-bit floating point precision against 8-bit and 4-bit integers.
Examples: Fitting a 70B parameter model on consumer GPUs with FP16 vs INT4 quantization.
Analogies: Converting an uncompressed high-definition audio file to an efficient MP3 that sounds almost identical.
Real-life applications: Running LLMs locally on MacBooks and mobile edge devices without cloud costs.
Quality description: Rich microphone presence; crisp software screencasts; clean animated graphs.
Creator takeaways: Explain the tradeoff between VRAM reduction and minor perplexity loss using visual precision grids.",1,1,1,0,1,1,13.176853456625999,771,103
VID-063,Large Language Models (LLM),ByteByteGo,How ChatGPT Works Technically | ChatGPT Architecture,http://www.youtube.com/watch?v=bSvTVREwSNw,07:54,948K+,System Architecture Animation,"Animated step-by-step block diagrams of Pre-training, Supervised Fine-Tuning, Reward Modeling, and PPO.",Human annotators ranking multiple model completions to train the reward model.,Pre-training is earning a college degree; SFT is job training; RLHF is learning company etiquette.,"Commercial conversational agents, safety alignment filters in modern AI.",Clean voiceover; consistent brand aesthetic; signature hand-drawn technical diagrams.,Use the three-stage training framework (Pretrain -> Fine-tune -> Align) to structure complex AI discussions.,474,948000.0,"Title: How ChatGPT Works Technically | ChatGPT Architecture
Category: Large Language Models (LLM)
Explanation type: System Architecture Animation
Visuals: Animated step-by-step block diagrams of Pre-training, Supervised Fine-Tuning, Reward Modeling, and PPO.
Examples: Human annotators ranking multiple model completions to train the reward model.
Analogies: Pre-training is earning a college degree; SFT is job training; RLHF is learning company etiquette.
Real-life applications: Commercial conversational agents, safety alignment filters in modern AI.
Quality description: Clean voiceover; consistent brand aesthetic; signature hand-drawn technical diagrams.
Creator takeaways: Use the three-stage training framework (Pretrain -> Fine-tune -> Align) to structure complex AI discussions.",1,1,1,0,0,1,13.762110836088922,789,98
VID-064,Large Language Models (LLM),IBM Technology,What is Mixture of Experts?,http://www.youtube.com/watch?v=sYDlVVyJYn4,07:58,68K+,Sparse Architecture & Router Network,Gating router network diagrams directing incoming tokens to specialized expert sub-networks on lightboard.,Routing coding tokens to a coding expert and medical tokens to a biology expert in Mixtral 8x7B.,A hospital reception desk directing patients immediately to specialized doctors instead of generalists.,"High-throughput, cost-efficient LLM serving in commercial APIs (e.g. GPT-4, Mixtral).",Excellent studio acoustics; crisp marker diagramming; engaging and fluid explanation.,Distinguish active parameters per token from total model parameters to clear up efficiency confusion.,478,68000.0,"Title: What is Mixture of Experts?
Category: Large Language Models (LLM)
Explanation type: Sparse Architecture & Router Network
Visuals: Gating router network diagrams directing incoming tokens to specialized expert sub-networks on lightboard.
Examples: Routing coding tokens to a coding expert and medical tokens to a biology expert in Mixtral 8x7B.
Analogies: A hospital reception desk directing patients immediately to specialized doctors instead of generalists.
Real-life applications: High-throughput, cost-efficient LLM serving in commercial APIs (e.g. GPT-4, Mixtral).
Quality description: Excellent studio acoustics; crisp marker diagramming; engaging and fluid explanation.
Creator takeaways: Distinguish active parameters per token from total model parameters to clear up efficiency confusion.",1,1,1,0,0,1,11.127277689932466,803,104
VID-065,Large Language Models (LLM),StatQuest with Josh Starmer,"Reinforcement Learning with Human Feedback (RLHF), Clearly Explained!!!",http://www.youtube.com/watch?v=qPN_XZcJf_s,18:02,69K+,Probabilistic Alignment Walkthrough,Reward model scoring plots; human ranking cards; PPO policy shift arrows.,"Rewarding a chatbot for helpful, safe answers and penalizing harmful or toxic completions.",Dog obedience training using treats for good behavior and gentle redirection for bad behavior.,Making ChatGPT polite and safe for public consumer use.,Enthusiastic vocal dynamics; warm audio capture; colorful clear slide illustrations.,Explain why human feedback is necessary because loss functions cannot measure subjective helpfulness.,1082,69000.0,"Title: Reinforcement Learning with Human Feedback (RLHF), Clearly Explained!!!
Category: Large Language Models (LLM)
Explanation type: Probabilistic Alignment Walkthrough
Visuals: Reward model scoring plots; human ranking cards; PPO policy shift arrows.
Examples: Rewarding a chatbot for helpful, safe answers and penalizing harmful or toxic completions.
Analogies: Dog obedience training using treats for good behavior and gentle redirection for bad behavior.
Real-life applications: Making ChatGPT polite and safe for public consumer use.
Quality description: Enthusiastic vocal dynamics; warm audio capture; colorful clear slide illustrations.
Creator takeaways: Explain why human feedback is necessary because loss functions cannot measure subjective helpfulness.",1,1,1,0,1,1,11.141876276228,767,98
VID-066,Large Language Models (LLM),IBM Technology,How KV Cache Speeds Up LLMs for Faster AI Models on GPUs,http://www.youtube.com/watch?v=o0gkdZBtwEg,11:15,153K+,Inference Optimization & Memory Footprint,Token-by-token sequence generation on lightboard showing recomputation waste vs KV memory storage.,"Generating a 1,000-token response and saving GPU matrix multiplications by storing key-value vectors.",Writing down your math scratchwork so you don't have to re-solve previous equations for the next step.,Real-time streaming text generation speed in AI chat interfaces.,High-definition lightboard recording; balanced studio sound; engaging speaker cadence.,Directly calculate the redundant compute saved to demonstrate why KV caching is universally implemented.,675,153000.0,"Title: How KV Cache Speeds Up LLMs for Faster AI Models on GPUs
Category: Large Language Models (LLM)
Explanation type: Inference Optimization & Memory Footprint
Visuals: Token-by-token sequence generation on lightboard showing recomputation waste vs KV memory storage.
Examples: Generating a 1,000-token response and saving GPU matrix multiplications by storing key-value vectors.
Analogies: Writing down your math scratchwork so you don't have to re-solve previous equations for the next step.
Real-life applications: Real-time streaming text generation speed in AI chat interfaces.
Quality description: High-definition lightboard recording; balanced studio sound; engaging speaker cadence.
Creator takeaways: Directly calculate the redundant compute saved to demonstrate why KV caching is universally implemented.",1,1,1,1,0,1,11.938199736300925,816,108
VID-067,Large Language Models (LLM),Jeff Su,"AI Agents, Clearly Explained",http://www.youtube.com/watch?v=FwOTs4UxQS4,10:09,4.9M+,Workflow Analysis & Framework Guide,Modern motion graphics showing the Perception -> Planning -> Tool Execution -> Reflection loop.,Booking a complete vacation flight and hotel itinerary autonomously using web tools.,"A static chatbot is a brain in a jar; an AI agent is a person given hands, eyes, and a smartphone.","Automated sales prospecting, automated software debugging agents, autonomous research assistants.",Aesthetic studio lighting; pristine audio compression; kinetic motion typography; flawless pacing.,Use the 'Brain vs Hands' analogy to instantly explain the leap from basic LLMs to autonomous agents.,609,4900000.0,"Title: AI Agents, Clearly Explained
Category: Large Language Models (LLM)
Explanation type: Workflow Analysis & Framework Guide
Visuals: Modern motion graphics showing the Perception -> Planning -> Tool Execution -> Reflection loop.
Examples: Booking a complete vacation flight and hotel itinerary autonomously using web tools.
Analogies: A static chatbot is a brain in a jar; an AI agent is a person given hands, eyes, and a smartphone.
Real-life applications: Automated sales prospecting, automated software debugging agents, autonomous research assistants.
Quality description: Aesthetic studio lighting; pristine audio compression; kinetic motion typography; flawless pacing.
Creator takeaways: Use the 'Brain vs Hands' analogy to instantly explain the leap from basic LLMs to autonomous agents.",1,1,1,0,1,1,15.404745967162468,799,111
VID-068,Large Language Models (LLM),Rabbitmetrics,LangChain Explained in 13 Minutes | QuickStart Tutorial for Beginners,http://www.youtube.com/watch?v=aywZrzNaKjs,12:44,1.1M+,Framework Architecture & Quickstart,"Modular component diagrams (Prompts, Models, Output Parsers, Chains, Memory); VS Code demo.",Connecting an LLM to a live weather API and parsing the output into a clean JSON response.,"LEGO building blocks that snap LLMs, data stores, and third-party APIs together.",Building customized internal company AI tools and enterprise chatbots.,Clear voice recording; enlarged code IDE; concise and practical instructional flow.,Introduce one framework component at a time before chaining them together into a complete pipeline.,764,1100000.0,"Title: LangChain Explained in 13 Minutes | QuickStart Tutorial for Beginners
Category: Large Language Models (LLM)
Explanation type: Framework Architecture & Quickstart
Visuals: Modular component diagrams (Prompts, Models, Output Parsers, Chains, Memory); VS Code demo.
Examples: Connecting an LLM to a live weather API and parsing the output into a clean JSON response.
Analogies: LEGO building blocks that snap LLMs, data stores, and third-party APIs together.
Real-life applications: Building customized internal company AI tools and enterprise chatbots.
Quality description: Clear voice recording; enlarged code IDE; concise and practical instructional flow.
Creator takeaways: Introduce one framework component at a time before chaining them together into a complete pipeline.",1,1,1,0,1,1,13.910821646859095,781,107
VID-069,Large Language Models (LLM),codebasics,LangChain Crash Course For Beginners | LangChain Tutorial,http://www.youtube.com/watch?v=nAmC7SoVLd8,46:07:00,703K+,Comprehensive Project Tutorial,Architecture slides paired with live Python code development in Jupyter Notebooks.,Building a Restaurant Name & Menu Item Generator based on selected cuisine.,Chaining together specialized factory conveyor belts where each worker performs one task.,"Automated marketing content generators, multi-step customer inquiries.","Warm, engaging vocal delivery; crisp screencast quality; clear repository links provided.","Anchor framework learning in a fun, tangible project (restaurant generator) that outputs results immediately.",166020,703000.0,"Title: LangChain Crash Course For Beginners | LangChain Tutorial
Category: Large Language Models (LLM)
Explanation type: Comprehensive Project Tutorial
Visuals: Architecture slides paired with live Python code development in Jupyter Notebooks.
Examples: Building a Restaurant Name & Menu Item Generator based on selected cuisine.
Analogies: Chaining together specialized factory conveyor belts where each worker performs one task.
Real-life applications: Automated marketing content generators, multi-step customer inquiries.
Quality description: Warm, engaging vocal delivery; crisp screencast quality; clear repository links provided.
Creator takeaways: Anchor framework learning in a fun, tangible project (restaurant generator) that outputs results immediately.",1,1,1,0,1,1,13.463113593266897,765,95
VID-070,Large Language Models (LLM),AI Coffee Break with Letitia,Positional embeddings in transformers EXPLAINED | Demystifying positional encodings.,http://www.youtube.com/watch?v=1biZfFLPRSY,09:40,95K+,Mathematical Intuition & Curves,Animated sinusoidal sine and cosine wave frequencies; binary counter comparison tables.,Differentiating 'Dog bites man' from 'Man bites dog' when self-attention processes words in parallel.,Clock hands rotating at different speeds to pinpoint the exact time of day.,Preserving word order in document translation and legal contract parsing.,"Gentle, precise articulation; pleasing aesthetic visual identity; clean formula animations.",Explain why transformers have no inherent sense of order before introducing sinusoidal clock wave solutions.,580,95000.0,"Title: Positional embeddings in transformers EXPLAINED | Demystifying positional encodings.
Category: Large Language Models (LLM)
Explanation type: Mathematical Intuition & Curves
Visuals: Animated sinusoidal sine and cosine wave frequencies; binary counter comparison tables.
Examples: Differentiating 'Dog bites man' from 'Man bites dog' when self-attention processes words in parallel.
Analogies: Clock hands rotating at different speeds to pinpoint the exact time of day.
Real-life applications: Preserving word order in document translation and legal contract parsing.
Quality description: Gentle, precise articulation; pleasing aesthetic visual identity; clean formula animations.
Creator takeaways: Explain why transformers have no inherent sense of order before introducing sinusoidal clock wave solutions.",1,1,1,1,1,1,11.461642696843066,814,103
VID-071,Large Language Models (LLM),codebasics,LLM Explained | What is LLM,http://www.youtube.com/watch?v=67_aMPDk2zw,04:17,461K+,High-Level Conceptual Summary,"Interactive whiteboard sketches connecting massive training data, transformer backbones, and chat apps.",Asking an LLM to draft a formal leave letter or generate Python code.,A super-librarian who has memorized every book in the world and answers questions instantly.,"Office productivity, virtual coding assistants, creative brainstorming tools.",Crisp conversational Indian English; clean tablet drawings; fast 4-minute runtime.,Provide a simple 4-minute introductory video for non-technical viewers before diving into transformers.,257,461000.0,"Title: LLM Explained | What is LLM
Category: Large Language Models (LLM)
Explanation type: High-Level Conceptual Summary
Visuals: Interactive whiteboard sketches connecting massive training data, transformer backbones, and chat apps.
Examples: Asking an LLM to draft a formal leave letter or generate Python code.
Analogies: A super-librarian who has memorized every book in the world and answers questions instantly.
Real-life applications: Office productivity, virtual coding assistants, creative brainstorming tools.
Quality description: Crisp conversational Indian English; clean tablet drawings; fast 4-minute runtime.
Creator takeaways: Provide a simple 4-minute introductory video for non-technical viewers before diving into transformers.",1,1,1,0,1,1,13.04115549117383,746,96
VID-072,Large Language Models (LLM),Matthew Berman,Everything You Need To Know About Large Language Models (LLMs),http://www.youtube.com/watch?v=osKyvYJ3PRM,25:20:00,514K+,Industry Landscape Review,Model leaderboard benchmarks; open-source vs proprietary charts; architecture diagrams.,"Comparing Llama 3, Claude 3.5 Sonnet, and GPT-4o on coding and reasoning benchmarks.",Choosing a car: commercial luxury sedan with driver (API) vs customizable race car you tune yourself (open source).,"Choosing enterprise AI infrastructure, startup tech stack decisions.",Studio Shure microphone; dynamic on-screen graphics; charismatic creator presence.,"Compare open-source vs closed-source models across price, privacy, and performance parameters.",91200,514000.0,"Title: Everything You Need To Know About Large Language Models (LLMs)
Category: Large Language Models (LLM)
Explanation type: Industry Landscape Review
Visuals: Model leaderboard benchmarks; open-source vs proprietary charts; architecture diagrams.
Examples: Comparing Llama 3, Claude 3.5 Sonnet, and GPT-4o on coding and reasoning benchmarks.
Analogies: Choosing a car: commercial luxury sedan with driver (API) vs customizable race car you tune yourself (open source).
Real-life applications: Choosing enterprise AI infrastructure, startup tech stack decisions.
Quality description: Studio Shure microphone; dynamic on-screen graphics; charismatic creator presence.
Creator takeaways: Compare open-source vs closed-source models across price, privacy, and performance parameters.",1,1,1,0,0,1,13.1499804899607,781,98
VID-073,Large Language Models (LLM),Shaw Talebi,Fine-tuning Large Language Models (LLMs) | w/ Example Code,http://www.youtube.com/watch?v=eC6Hd1hFvos,28:18:00,576K+,Applied Code & Theory Workshop,Clean slide diagrams illustrating LoRA adapter matrices alongside Python code in Google Colab.,Fine-tuning an open-source LLM on custom medical dialogue pairs to adopt clinical tone.,Adding a specialized attachment to a kitchen stand mixer rather than forging a new motor from scratch.,"Healthcare chatbot fine-tuning, specialized financial analyst assistants.","Gentle, polished vocal delivery; beautiful dark-mode slides; high-resolution IDE text.",Show the training loss curve dropping during the Colab run to prove the model is actually learning.,101880,576000.0,"Title: Fine-tuning Large Language Models (LLMs) | w/ Example Code
Category: Large Language Models (LLM)
Explanation type: Applied Code & Theory Workshop
Visuals: Clean slide diagrams illustrating LoRA adapter matrices alongside Python code in Google Colab.
Examples: Fine-tuning an open-source LLM on custom medical dialogue pairs to adopt clinical tone.
Analogies: Adding a specialized attachment to a kitchen stand mixer rather than forging a new motor from scratch.
Real-life applications: Healthcare chatbot fine-tuning, specialized financial analyst assistants.
Quality description: Gentle, polished vocal delivery; beautiful dark-mode slides; high-resolution IDE text.
Creator takeaways: Show the training loss curve dropping during the Colab run to prove the model is actually learning.",1,1,1,0,1,1,13.263864675787632,793,108
VID-074,Large Language Models (LLM),Matt Wolfe,How To Fine-Tune A Large Language Model (Step-By-Step),http://www.youtube.com/watch?v=pddeyCqevnw,28:20:00,40K+,Creator-Friendly Practical Guide,Browser-based fine-tuning UI walkthroughs; JSONL dataset formatting examples; test generation prompts.,Formatting training data into prompt-completion JSONL pairs and uploading to fine-tuning endpoints.,Training an actor on a specific theater script after they already know how to act.,"Customizing brand voice for marketing agencies, domain-specific support bots.",High-end creator studio lighting; warm podcast vocal presence; crisp screencast capture.,Walk through preparing the JSONL training file row by row to prevent data formatting errors.,102000,40000.0,"Title: How To Fine-Tune A Large Language Model (Step-By-Step)
Category: Large Language Models (LLM)
Explanation type: Creator-Friendly Practical Guide
Visuals: Browser-based fine-tuning UI walkthroughs; JSONL dataset formatting examples; test generation prompts.
Examples: Formatting training data into prompt-completion JSONL pairs and uploading to fine-tuning endpoints.
Analogies: Training an actor on a specific theater script after they already know how to act.
Real-life applications: Customizing brand voice for marketing agencies, domain-specific support bots.
Quality description: High-end creator studio lighting; warm podcast vocal presence; crisp screencast capture.
Creator takeaways: Walk through preparing the JSONL training file row by row to prevent data formatting errors.",1,1,1,0,1,1,10.596659732783579,790,101
VID-075,Large Language Models (LLM),Tech With Tim,Prompt Engineering Full Course,http://www.youtube.com/watch?v=2BpCk4d2Cc0,37:44:00,298K+,Developer Coding Masterclass,Python scripting with OpenAI API; markdown system prompt templates; output validation schemas.,Building automated customer service agents with Pydantic output parsing and temperature tuning.,Writing clear technical specifications for a contractor: ambiguity leads to flawed construction.,"Automated data extraction from invoices, enterprise API integrations.",Professional developer audio; clean code editor; methodical and engaging cadence.,Teach Pydantic/JSON structured outputs rather than unstructured free-form text completions.,135840,298000.0,"Title: Prompt Engineering Full Course
Category: Large Language Models (LLM)
Explanation type: Developer Coding Masterclass
Visuals: Python scripting with OpenAI API; markdown system prompt templates; output validation schemas.
Examples: Building automated customer service agents with Pydantic output parsing and temperature tuning.
Analogies: Writing clear technical specifications for a contractor: ambiguity leads to flawed construction.
Real-life applications: Automated data extraction from invoices, enterprise API integrations.
Quality description: Professional developer audio; clean code editor; methodical and engaging cadence.
Creator takeaways: Teach Pydantic/JSON structured outputs rather than unstructured free-form text completions.",1,1,1,0,1,1,12.604852121186608,748,88
VID-076,Large Language Models (LLM),Julia Turc,How LLMs survive in low precision | Quantization Fundamentals,http://www.youtube.com/watch?v=qoQJq5UwV1c,20:34,72K+,Hardware & Mathematical Engineering,"Floating point bit layouts (sign, exponent, mantissa); symmetric vs asymmetric quantization math.",Compressing 16-bit float weight tensors into 4-bit integers (AWQ and GPTQ).,"Rounding currency to the nearest cent: pennies matter for accounting, but fractions of a penny are negligible.","Running 70B parameter models on single-GPU servers, cutting cloud inference costs by 75%.",Pristine studio audio; razor-sharp technical diagrams; exceptional clarity.,Explain the IEEE 754 floating-point structure before showing how quantization clamps values into integer buckets.,1234,72000.0,"Title: How LLMs survive in low precision | Quantization Fundamentals
Category: Large Language Models (LLM)
Explanation type: Hardware & Mathematical Engineering
Visuals: Floating point bit layouts (sign, exponent, mantissa); symmetric vs asymmetric quantization math.
Examples: Compressing 16-bit float weight tensors into 4-bit integers (AWQ and GPTQ).
Analogies: Rounding currency to the nearest cent: pennies matter for accounting, but fractions of a penny are negligible.
Real-life applications: Running 70B parameter models on single-GPU servers, cutting cloud inference costs by 75%.
Quality description: Pristine studio audio; razor-sharp technical diagrams; exceptional clarity.
Creator takeaways: Explain the IEEE 754 floating-point structure before showing how quantization clamps values into integer buckets.",1,1,1,1,0,1,11.184435286790631,819,106
